id,date,product,region,quantity,price,customer_id
372,2025-05-12 10:01:36.362806,Product_D,East,38.0,454.06,5173.0
373,2025-05-11 10:01:36.362806,Product_B,West,15.0,132.28,2293.0
374,2025-05-10 10:01:36.362806,Product_D,South,34.0,143.26,5769.0
375,2025-05-09 10:01:36.362806,Product_A,East,61.0,382.11,5796.0
376,2025-05-08 10:01:36.362806,Product_D,North,35.0,230.37,7871.0
377,2025-05-07 10:01:36.362806,Product_D,West,64.0,390.59,3972.0
378,2025-05-06 10:01:36.362806,Product_A,North,25.0,42.03,4922.0
379,2025-05-05 10:01:36.362806,Product_B,South,24.0,248.91,5997.0
380,2025-05-04 10:01:36.362806,Product_A,South,12.0,26.47,8032.0
381,2025-05-03 10:01:36.362806,Product_D,South,18.0,40.7,1992.0
382,2025-05-02 10:01:36.362806,Product_B,West,15.0,454.15,9112.0
383,2025-05-01 10:01:36.362806,Product_D,East,80.0,78.23,6287.0
384,2025-04-30 10:01:36.362806,Product_A,West,27.0,270.89,3240.0
385,2025-04-29 10:01:36.362806,Product_A,North,72.0,211.44,2476.0
386,2025-04-28 10:01:36.362806,Product_D,West,60.0,180.2,7426.0
387,2025-04-27 10:01:36.362806,Product_C,North,46.0,450.92,1389.0
388,2025-04-26 10:01:36.362806,Product_C,West,89.0,20.69,1999.0
389,2025-04-25 10:01:36.362806,Product_A,East,17.0,335.26,2855.0
390,2025-04-24 10:01:36.362806,Product_A,North,93.0,482.06,9125.0
391,2025-04-23 10:01:36.362806,Product_C,South,53.0,284.48,9850.0
392,2025-04-22 10:01:36.362806,Product_C,South,8.0,469.04,3763.0
393,2025-04-21 10:01:36.362806,Product_D,West,79.0,35.61,4663.0
394,2025-04-20 10:01:36.362806,Product_D,South,27.0,215.21,5986.0
395,2025-04-19 10:01:36.362806,Product_C,North,46.0,137.48,2481.0
396,2025-04-18 10:01:36.362806,Product_D,South,50.0,368.1,8256.0
397,2025-04-17 10:01:36.362806,Product_D,East,71.0,490.84,4731.0
398,2025-04-16 10:01:36.362806,Product_B,East,3.0,135.7,8262.0
399,2025-04-15 10:01:36.362806,Product_D,West,93.0,330.55,1451.0
400,2025-04-14 10:01:36.362806,Product_A,North,64.0,107.07,4093.0
401,2025-04-13 10:01:36.362806,Product_D,East,44.0,287.01,1882.0
402,2025-04-12 10:01:36.362806,Product_D,East,53.0,237.33,5408.0
403,2025-04-11 10:01:36.362806,Product_C,North,24.0,486.28,5068.0
404,2025-04-10 10:01:36.362806,Product_A,South,60.0,308.18,4277.0
405,2025-04-09 10:01:36.362806,Product_D,South,3.0,181.26,9566.0
406,2025-04-08 10:01:36.362806,Product_D,West,20.0,65.91,8951.0
407,2025-04-07 10:01:36.362806,Product_B,South,46.0,84.11,5690.0
408,2025-04-06 10:01:36.362806,Product_D,North,15.0,120.41,5595.0
409,2025-04-05 10:01:36.362806,Product_D,East,25.0,132.97,5559.0
410,2025-04-04 10:01:36.362806,Product_B,South,94.0,426.8,8291.0
411,2025-04-03 10:01:36.362806,Product_C,West,78.0,285.0,9160.0
412,2025-04-02 10:01:36.362806,Product_D,South,71.0,266.46,1112.0
413,2025-04-01 10:01:36.362806,Product_B,North,17.0,66.24,6131.0
414,2025-03-31 10:01:36.362806,Product_A,West,84.0,431.47,4197.0
415,2025-03-30 10:01:36.362806,Product_C,South,9.0,364.18,1139.0
416,2025-03-29 10:01:36.362806,Product_A,West,38.0,43.16,2424.0
417,2025-03-28 10:01:36.362806,Product_A,North,48.0,356.84,3949.0
418,2025-03-27 10:01:36.362806,Product_B,East,60.0,276.33,4168.0
419,2025-03-26 10:01:36.362806,Product_D,North,63.0,50.05,9708.0
420,2025-03-25 10:01:36.362806,Product_B,North,86.0,234.57,7043.0
421,2025-03-24 10:01:36.362806,Product_B,North,2.0,247.5,7989.0
422,2025-03-23 10:01:36.362806,Product_B,North,88.0,91.23,8236.0
423,2025-03-22 10:01:36.362806,Product_B,East,72.0,473.39,7261.0
424,2025-03-21 10:01:36.362806,Product_C,East,11.0,426.49,1887.0
425,2025-03-20 10:01:36.362806,Product_D,West,64.0,337.82,4104.0
426,2025-03-19 10:01:36.362806,Product_A,South,77.0,236.52,1049.0
427,2025-03-18 10:01:36.362806,Product_A,East,81.0,211.77,4951.0
428,2025-03-17 10:01:36.362806,Product_D,East,72.0,328.98,4560.0
429,2025-03-16 10:01:36.362806,Product_A,South,21.0,277.26,1018.0
430,2025-03-15 10:01:36.362806,Product_D,East,18.0,40.51,5821.0
431,2025-03-14 10:01:36.362806,Product_A,North,94.0,261.13,7340.0
432,2025-03-13 10:01:36.362806,Product_B,North,64.0,405.14,9058.0
433,2025-03-12 10:01:36.362806,Product_A,South,82.0,235.03,3606.0
434,2025-03-11 10:01:36.362806,Product_D,West,95.0,35.46,8846.0
435,2025-03-10 10:01:36.362806,Product_D,West,38.0,395.28,9643.0
436,2025-03-09 10:01:36.362806,Product_D,South,32.0,108.67,7432.0
437,2025-03-08 10:01:36.362806,Product_D,South,11.0,136.72,4765.0
438,2025-03-07 10:01:36.362806,Product_D,North,45.0,90.71,3438.0
439,2025-03-06 10:01:36.362806,Product_C,West,89.0,171.81,7358.0
440,2025-03-05 10:01:36.362806,Product_C,East,33.0,380.81,9319.0
441,2025-03-04 10:01:36.362806,Product_A,North,41.0,264.5,6941.0
442,2025-03-03 10:01:36.362806,Product_D,South,8.0,110.39,8644.0
443,2025-03-02 10:01:36.362806,Product_A,West,11.0,440.14,5855.0
444,2025-03-01 10:01:36.362806,Product_D,East,86.0,441.0,7547.0
445,2025-02-28 10:01:36.362806,Product_D,East,51.0,436.58,8196.0
446,2025-02-27 10:01:36.362806,Product_C,North,88.0,127.01,6911.0
447,2025-02-26 10:01:36.362806,Product_C,West,41.0,231.11,7481.0
448,2025-02-25 10:01:36.362806,Product_B,West,17.0,492.64,3761.0
449,2025-02-24 10:01:36.362806,Product_C,South,76.0,388.29,5456.0
450,2025-02-23 10:01:36.362806,Product_B,West,46.0,23.31,7361.0
451,2025-02-22 10:01:36.362806,Product_B,West,32.0,41.95,6693.0
452,2025-02-21 10:01:36.362806,Product_B,North,79.0,237.33,6788.0
453,2025-02-20 10:01:36.362806,Product_B,West,80.0,455.52,1201.0
454,2025-02-19 10:01:36.362806,Product_B,East,54.0,273.96,7160.0
455,2025-02-18 10:01:36.362806,Product_A,North,86.0,253.93,1517.0
456,2025-02-17 10:01:36.362806,Product_C,North,92.0,61.68,8737.0
457,2025-02-16 10:01:36.362806,Product_B,South,20.0,331.82,2988.0
458,2025-02-15 10:01:36.362806,Product_D,West,33.0,412.83,4802.0
459,2025-02-14 10:01:36.362806,Product_C,South,74.0,196.41,6808.0
460,2025-02-13 10:01:36.362806,Product_C,East,40.0,390.05,8162.0
461,2025-02-12 10:01:36.362806,Product_B,North,32.0,482.59,7241.0
462,2025-02-11 10:01:36.362806,Product_A,North,97.0,109.85,9399.0
463,2025-02-10 10:01:36.362806,Product_B,North,2.0,266.43,6633.0
464,2025-02-09 10:01:36.362806,Product_A,East,97.0,150.7,6755.0
465,2025-02-08 10:01:36.362806,Product_D,East,33.0,398.5,7309.0
466,2025-02-07 10:01:36.362806,Product_C,South,77.0,293.02,5117.0
467,2025-02-06 10:01:36.362806,Product_D,South,30.0,320.95,9345.0
468,2025-02-05 10:01:36.362806,Product_A,South,33.0,400.98,2518.0
469,2025-02-04 10:01:36.362806,Product_A,West,77.0,204.03,7163.0
470,2025-02-03 10:01:36.362806,Product_D,North,26.0,458.39,3600.0
471,2025-02-02 10:01:36.362806,Product_A,North,22.0,271.18,3195.0
472,2025-02-01 10:01:36.362806,Product_D,South,66.0,87.4,4554.0
473,2025-01-31 10:01:36.362806,Product_C,North,38.0,350.99,3849.0
474,2025-01-30 10:01:36.362806,Product_D,South,90.0,398.7,2742.0
475,2025-01-29 10:01:36.362806,Product_C,West,46.0,165.21,2306.0
476,2025-01-28 10:01:36.362806,Product_D,West,15.0,430.02,4849.0
477,2025-01-27 10:01:36.362806,Product_A,East,98.0,454.01,8519.0
478,2025-01-26 10:01:36.362806,Product_D,West,44.0,145.68,5195.0
479,2025-01-25 10:01:36.362806,Product_A,South,49.0,491.93,6178.0
480,2025-01-24 10:01:36.362806,Product_D,West,75.0,78.95,3555.0
481,2025-01-23 10:01:36.362806,Product_D,East,61.0,108.99,3305.0
482,2025-01-22 10:01:36.362806,Product_B,North,67.0,100.27,8619.0
483,2025-01-21 10:01:36.362806,Product_A,South,6.0,448.05,3642.0
484,2025-01-20 10:01:36.362806,Product_B,North,9.0,330.6,7409.0
485,2025-01-19 10:01:36.362806,Product_A,East,6.0,84.53,5757.0
486,2025-01-18 10:01:36.362806,Product_B,East,73.0,225.76,3994.0
487,2025-01-17 10:01:36.362806,Product_C,East,95.0,311.5,9751.0
488,2025-01-16 10:01:36.362806,Product_D,North,32.0,50.9,2271.0
489,2025-01-15 10:01:36.362806,Product_A,North,41.0,442.38,2813.0
490,2025-01-14 10:01:36.362806,Product_A,North,76.0,403.77,9801.0
491,2025-01-13 10:01:36.362806,Product_D,North,8.0,257.55,3461.0
492,2025-01-12 10:01:36.362806,Product_A,East,72.0,483.89,5120.0
493,2025-01-11 10:01:36.362806,Product_A,East,50.0,214.7,7124.0
494,2025-01-10 10:01:36.362806,Product_B,South,92.0,492.21,9475.0
495,2025-01-09 10:01:36.362806,Product_A,South,62.0,337.28,5396.0
496,2025-01-08 10:01:36.362806,Product_C,North,84.0,320.99,1816.0
497,2025-01-07 10:01:36.362806,Product_C,West,62.0,91.32,8304.0
498,2025-01-06 10:01:36.362806,Product_D,West,7.0,442.14,8331.0
499,2025-01-05 10:01:36.362806,Product_A,East,75.0,219.47,1082.0
500,2025-01-04 10:01:36.362806,Product_D,East,84.0,89.49,2920.0
501,2025-01-03 10:01:36.362806,Product_C,East,80.0,16.18,8817.0
502,2025-01-02 10:01:36.362806,Product_A,South,4.0,284.28,3093.0
503,2025-01-01 10:01:36.362806,Product_A,South,6.0,268.43,8071.0
504,2024-12-31 10:01:36.362806,Product_D,East,58.0,362.48,8967.0
505,2024-12-30 10:01:36.362806,Product_C,East,22.0,446.23,9367.0
506,2024-12-29 10:01:36.362806,Product_A,East,26.0,48.91,6285.0
507,2024-12-28 10:01:36.362806,Product_D,West,3.0,368.43,5937.0
508,2024-12-27 10:01:36.362806,Product_C,South,41.0,101.83,1369.0
509,2024-12-26 10:01:36.362806,Product_D,West,60.0,430.51,2818.0
510,2024-12-25 10:01:36.362806,Product_B,West,14.0,411.34,3101.0
511,2024-12-24 10:01:36.362806,Product_A,East,75.0,274.99,4490.0
512,2024-12-23 10:01:36.362806,Product_B,East,82.0,358.02,2779.0
513,2024-12-22 10:01:36.362806,Product_C,North,12.0,164.03,8674.0
514,2024-12-21 10:01:36.362806,Product_B,North,87.0,240.87,2364.0
515,2024-12-20 10:01:36.362806,Product_B,West,12.0,412.6,8294.0
516,2024-12-19 10:01:36.362806,Product_C,South,13.0,235.04,4676.0
517,2024-12-18 10:01:36.362806,Product_D,East,25.0,185.32,3426.0
518,2024-12-17 10:01:36.362806,Product_B,East,45.0,252.16,9264.0
519,2024-12-16 10:01:36.362806,Product_D,West,19.0,415.84,9089.0
520,2024-12-15 10:01:36.362806,Product_B,North,55.0,174.25,3962.0
521,2024-12-14 10:01:36.362806,Product_D,South,45.0,95.14,1859.0
522,2024-12-13 10:01:36.362806,Product_C,North,8.0,358.89,5138.0
523,2024-12-12 10:01:36.362806,Product_B,North,93.0,414.73,3424.0
524,2024-12-11 10:01:36.362806,Product_C,North,53.0,59.31,5017.0
525,2024-12-10 10:01:36.362806,Product_B,North,55.0,127.54,9560.0
526,2024-12-09 10:01:36.362806,Product_C,East,32.0,79.57,9342.0
527,2024-12-08 10:01:36.362806,Product_C,East,51.0,180.49,2134.0
528,2024-12-07 10:01:36.362806,Product_B,North,44.0,230.67,6166.0
529,2024-12-06 10:01:36.362806,Product_B,South,82.0,376.92,6119.0
530,2024-12-05 10:01:36.362806,Product_B,West,70.0,329.06,6694.0
531,2024-12-04 10:01:36.362806,Product_A,South,18.0,314.25,7136.0
532,2024-12-03 10:01:36.362806,Product_D,South,83.0,182.66,6485.0
533,2024-12-02 10:01:36.362806,Product_A,South,22.0,422.31,5164.0
534,2024-12-01 10:01:36.362806,Product_A,North,37.0,240.93,3346.0
535,2024-11-30 10:01:36.362806,Product_C,East,96.0,489.76,6039.0
536,2024-11-29 10:01:36.362806,Product_B,South,56.0,320.73,5897.0
537,2024-11-28 10:01:36.362806,Product_D,North,59.0,71.87,9252.0
538,2024-11-27 10:01:36.362806,Product_C,South,3.0,341.33,6041.0
539,2024-11-26 10:01:36.362806,Product_A,South,28.0,169.3,4901.0
540,2024-11-25 10:01:36.362806,Product_B,North,74.0,346.3,2337.0
541,2024-11-24 10:01:36.362806,Product_C,East,35.0,44.12,2184.0
542,2024-11-23 10:01:36.362806,Product_B,East,61.0,95.69,5426.0
543,2024-11-22 10:01:36.362806,Product_C,West,93.0,429.31,2551.0
544,2024-11-21 10:01:36.362806,Product_B,North,54.0,121.32,2629.0
545,2024-11-20 10:01:36.362806,Product_A,West,63.0,420.15,2526.0
546,2024-11-19 10:01:36.362806,Product_D,West,79.0,146.85,2361.0
547,2024-11-18 10:01:36.362806,Product_A,West,97.0,325.01,5370.0
548,2024-11-17 10:01:36.362806,Product_D,East,7.0,350.13,6283.0
549,2024-11-16 10:01:36.362806,Product_B,North,76.0,261.2,8610.0
550,2024-11-15 10:01:36.362806,Product_C,West,49.0,159.6,2993.0
551,2024-11-14 10:01:36.362806,Product_A,North,94.0,114.2,1869.0
552,2024-11-13 10:01:36.362806,Product_D,North,85.0,26.26,2014.0
553,2024-11-12 10:01:36.362806,Product_A,East,31.0,158.93,1602.0
554,2024-11-11 10:01:36.362806,Product_D,West,58.0,330.05,1690.0
555,2024-11-10 10:01:36.362806,Product_A,West,61.0,469.77,9685.0
556,2024-11-09 10:01:36.362806,Product_D,North,24.0,436.89,1489.0
557,2024-11-08 10:01:36.362806,Product_D,South,20.0,385.37,7864.0
558,2024-11-07 10:01:36.362806,Product_B,East,37.0,396.34,8240.0
559,2024-11-06 10:01:36.362806,Product_D,East,4.0,335.84,8786.0
560,2024-11-05 10:01:36.362806,Product_B,East,92.0,137.54,9024.0
561,2024-11-04 10:01:36.362806,Product_D,East,20.0,454.53,1294.0
562,2024-11-03 10:01:36.362806,Product_C,West,60.0,338.66,6488.0
563,2024-11-02 10:01:36.362806,Product_C,West,24.0,284.62,5027.0
564,2024-11-01 10:01:36.362806,Product_C,South,50.0,64.38,3912.0
565,2024-10-31 10:01:36.362806,Product_D,East,49.0,229.06,5744.0
566,2024-10-30 10:01:36.362806,Product_B,East,51.0,235.58,2873.0
567,2024-10-29 10:01:36.362806,Product_B,North,96.0,433.64,4258.0
568,2024-10-28 10:01:36.362806,Product_D,West,36.0,277.86,3817.0
569,2024-10-27 10:01:36.362806,Product_C,East,98.0,196.4,9636.0
570,2024-10-26 10:01:36.362806,Product_C,South,66.0,488.63,4641.0
571,2024-10-25 10:01:36.362806,Product_B,South,79.0,64.25,5458.0
572,2024-10-24 10:01:36.362806,Product_C,West,34.0,217.05,6307.0
573,2024-10-23 10:01:36.362806,Product_A,South,36.0,30.59,9933.0
574,2024-10-22 10:01:36.362806,Product_B,South,6.0,372.55,3041.0
575,2024-10-21 10:01:36.362806,Product_C,West,39.0,459.86,1679.0
576,2024-10-20 10:01:36.362806,Product_B,East,42.0,147.22,6738.0
577,2024-10-19 10:01:36.362806,Product_A,East,58.0,430.59,6668.0
578,2024-10-18 10:01:36.362806,Product_B,South,12.0,153.19,8697.0
579,2024-10-17 10:01:36.362806,Product_B,South,3.0,456.28,9033.0
580,2024-10-16 10:01:36.362806,Product_B,East,18.0,379.44,1062.0
581,2024-10-15 10:01:36.362806,Product_B,West,40.0,404.4,8829.0
582,2024-10-14 10:01:36.362806,Product_A,South,21.0,18.82,8352.0
583,2024-10-13 10:01:36.362806,Product_D,North,15.0,481.78,7915.0
584,2024-10-12 10:01:36.362806,Product_B,West,97.0,366.07,9326.0
585,2024-10-11 10:01:36.362806,Product_B,South,99.0,159.33,4644.0
586,2024-10-10 10:01:36.362806,Product_C,South,26.0,416.4,5970.0
587,2024-10-09 10:01:36.362806,Product_B,North,8.0,147.95,9003.0
588,2024-10-08 10:01:36.362806,Product_C,North,94.0,437.65,4278.0
589,2024-10-07 10:01:36.362806,Product_D,East,87.0,65.16,8296.0
590,2024-10-06 10:01:36.362806,Product_A,West,42.0,354.81,4074.0
591,2024-10-05 10:01:36.362806,Product_A,West,44.0,274.94,9312.0
592,2024-10-04 10:01:36.362806,Product_D,East,14.0,57.3,8552.0
593,2024-10-03 10:01:36.362806,Product_A,West,78.0,128.53,2637.0
594,2024-10-02 10:01:36.362806,Product_D,West,2.0,16.08,6103.0
595,2024-10-01 10:01:36.362806,Product_D,West,37.0,239.7,1644.0
596,2024-09-30 10:01:36.362806,Product_D,West,69.0,157.62,3032.0
597,2024-09-29 10:01:36.362806,Product_A,West,38.0,303.2,3761.0
598,2024-09-28 10:01:36.362806,Product_C,North,41.0,155.65,3068.0
599,2024-09-27 10:01:36.362806,Product_D,West,62.0,156.96,1241.0
600,2024-09-26 10:01:36.362806,Product_B,North,60.0,374.16,3668.0
601,2024-09-25 10:01:36.362806,Product_A,West,14.0,33.59,1802.0
602,2024-09-24 10:01:36.362806,Product_D,East,89.0,452.42,6059.0
603,2024-09-23 10:01:36.362806,Product_D,South,84.0,427.61,1195.0
604,2024-09-22 10:01:36.362806,Product_B,North,2.0,337.22,3187.0
605,2024-09-21 10:01:36.362806,Product_C,West,70.0,300.68,3330.0
606,2024-09-20 10:01:36.362806,Product_C,East,17.0,447.23,5841.0
607,2024-09-19 10:01:36.362806,Product_C,South,89.0,100.81,4606.0
608,2024-09-18 10:01:36.362806,Product_D,North,28.0,48.69,9468.0
609,2024-09-17 10:01:36.362806,Product_D,South,66.0,127.36,1060.0
610,2024-09-16 10:01:36.362806,Product_D,East,35.0,399.34,4927.0
611,2024-09-15 10:01:36.362806,Product_A,North,5.0,26.99,7296.0
612,2024-09-14 10:01:36.362806,Product_B,South,65.0,295.58,3591.0
613,2024-09-13 10:01:36.362806,Product_D,West,40.0,497.76,9758.0
614,2024-09-12 10:01:36.362806,Product_B,North,76.0,429.29,7121.0
615,2024-09-11 10:01:36.362806,Product_B,South,56.0,265.51,2200.0
616,2024-09-10 10:01:36.362806,Product_C,East,36.0,41.18,3854.0
617,2024-09-09 10:01:36.362806,Product_A,East,45.0,417.37,8024.0
618,2024-09-08 10:01:36.362806,Product_D,North,23.0,303.5,7972.0
619,2024-09-07 10:01:36.362806,Product_C,South,47.0,66.32,1136.0
620,2024-09-06 10:01:36.362806,Product_C,North,31.0,55.99,2029.0
621,2024-09-05 10:01:36.362806,Product_D,North,11.0,455.72,3594.0
622,2024-09-04 10:01:36.362806,Product_B,South,10.0,337.91,8206.0
623,2024-09-03 10:01:36.362806,Product_C,South,67.0,416.35,1661.0
624,2024-09-02 10:01:36.362806,Product_B,West,14.0,440.7,3472.0
625,2024-09-01 10:01:36.362806,Product_A,South,80.0,290.17,1086.0
626,2024-08-31 10:01:36.362806,Product_B,East,74.0,263.55,7219.0
627,2024-08-30 10:01:36.362806,Product_A,North,93.0,220.91,9143.0
628,2024-08-29 10:01:36.362806,Product_B,North,10.0,165.3,7968.0
629,2024-08-28 10:01:36.362806,Product_C,East,76.0,222.95,3773.0
630,2024-08-27 10:01:36.362806,Product_C,South,94.0,389.2,2700.0
631,2024-08-26 10:01:36.362806,Product_A,East,1.0,304.94,3700.0
632,2024-08-25 10:01:36.362806,Product_D,East,5.0,447.34,7815.0
633,2024-08-24 10:01:36.362806,Product_A,West,20.0,227.26,2647.0
634,2024-08-23 10:01:36.362806,Product_A,East,8.0,307.47,7038.0
635,2024-08-22 10:01:36.362806,Product_B,North,43.0,319.34,6164.0
636,2024-08-21 10:01:36.362806,Product_B,East,76.0,299.93,6520.0
637,2024-08-20 10:01:36.362806,Product_A,North,1.0,354.29,4687.0
638,2024-08-19 10:01:36.362806,Product_C,North,57.0,126.34,1596.0
639,2024-08-18 10:01:36.362806,Product_B,North,64.0,261.06,5545.0
640,2024-08-17 10:01:36.362806,Product_D,South,84.0,61.07,9676.0
641,2024-08-16 10:01:36.362806,Product_B,West,28.0,198.41,9837.0
642,2024-08-15 10:01:36.362806,Product_B,North,37.0,248.96,5757.0
643,2024-08-14 10:01:36.362806,Product_D,North,47.0,329.59,5384.0
644,2024-08-13 10:01:36.362806,Product_A,South,76.0,475.76,9912.0
645,2024-08-12 10:01:36.362806,Product_D,North,37.0,304.32,5733.0
646,2024-08-11 10:01:36.362806,Product_A,East,49.0,374.36,8081.0
647,2024-08-10 10:01:36.362806,Product_A,East,44.0,258.07,9690.0
648,2024-08-09 10:01:36.362806,Product_A,West,56.0,320.71,8117.0
649,2024-08-08 10:01:36.362806,Product_D,North,28.0,44.76,5729.0
650,2024-08-07 10:01:36.362806,Product_A,South,79.0,134.65,2673.0
651,2024-08-06 10:01:36.362806,Product_C,East,6.0,187.31,9306.0
652,2024-08-05 10:01:36.362806,Product_D,South,61.0,241.52,8178.0
653,2024-08-04 10:01:36.362806,Product_C,South,20.0,32.37,3294.0
654,2024-08-03 10:01:36.362806,Product_A,East,78.0,78.61,4630.0
655,2024-08-02 10:01:36.362806,Product_B,South,2.0,145.64,1146.0
656,2024-08-01 10:01:36.362806,Product_A,East,73.0,486.05,4453.0
657,2024-07-31 10:01:36.362806,Product_C,South,37.0,172.36,5507.0
658,2024-07-30 10:01:36.362806,Product_C,East,20.0,246.2,6783.0
659,2024-07-29 10:01:36.362806,Product_D,North,26.0,106.09,8751.0
660,2024-07-28 10:01:36.362806,Product_B,West,29.0,309.28,6628.0
661,2024-07-27 10:01:36.362806,Product_D,East,1.0,147.53,9328.0
662,2024-07-26 10:01:36.362806,Product_C,East,35.0,111.43,4360.0
663,2024-07-25 10:01:36.362806,Product_A,West,70.0,263.12,4005.0
664,2024-07-24 10:01:36.362806,Product_B,East,59.0,12.7,4552.0
665,2024-07-23 10:01:36.362806,Product_A,East,69.0,13.76,1018.0
666,2024-07-22 10:01:36.362806,Product_A,South,33.0,117.34,3242.0
667,2024-07-21 10:01:36.362806,Product_B,West,51.0,27.99,7318.0
668,2024-07-20 10:01:36.362806,Product_D,North,78.0,62.93,6097.0
669,2024-07-19 10:01:36.362806,Product_A,East,12.0,176.04,9640.0
670,2024-07-18 10:01:36.362806,Product_C,West,20.0,403.27,2948.0
671,2024-07-17 10:01:36.362806,Product_A,South,53.0,290.3,6618.0
672,2024-07-16 10:01:36.362806,Product_B,North,88.0,261.21,5236.0
673,2024-07-15 10:01:36.362806,Product_B,West,43.0,153.81,7901.0
674,2024-07-14 10:01:36.362806,Product_B,North,98.0,466.56,2920.0
675,2024-07-13 10:01:36.362806,Product_D,North,89.0,204.54,5188.0
676,2024-07-12 10:01:36.362806,Product_A,North,50.0,52.68,1238.0
677,2024-07-11 10:01:36.362806,Product_D,East,29.0,312.36,1204.0
678,2024-07-10 10:01:36.362806,Product_D,East,57.0,65.78,6552.0
679,2024-07-09 10:01:36.362806,Product_B,South,39.0,179.16,5927.0
680,2024-07-08 10:01:36.362806,Product_B,South,95.0,258.63,5390.0
681,2024-07-07 10:01:36.362806,Product_D,West,56.0,438.37,3687.0
682,2024-07-06 10:01:36.362806,Product_A,South,43.0,251.84,5951.0
683,2024-07-05 10:01:36.362806,Product_C,North,50.0,354.11,7160.0
684,2024-07-04 10:01:36.362806,Product_D,North,23.0,496.48,6388.0
685,2024-07-03 10:01:36.362806,Product_A,East,44.0,74.43,6126.0
686,2024-07-02 10:01:36.362806,Product_B,North,38.0,144.62,1816.0
687,2024-07-01 10:01:36.362806,Product_B,West,84.0,203.34,1192.0
688,2024-06-30 10:01:36.362806,Product_A,North,23.0,216.7,2776.0
689,2024-06-29 10:01:36.362806,Product_C,North,45.0,211.4,4645.0
690,2024-06-28 10:01:36.362806,Product_B,West,52.0,454.73,7314.0
691,2024-06-27 10:01:36.362806,Product_B,South,80.0,359.88,9442.0
692,2024-06-26 10:01:36.362806,Product_B,South,50.0,307.87,2788.0
693,2024-06-25 10:01:36.362806,Product_A,West,8.0,161.59,8374.0
694,2024-06-24 10:01:36.362806,Product_D,East,85.0,413.66,4700.0
695,2024-06-23 10:01:36.362806,Product_B,North,1.0,477.98,4893.0
696,2024-06-22 10:01:36.362806,Product_D,West,8.0,412.39,7811.0
697,2024-06-21 10:01:36.362806,Product_C,North,29.0,10.77,3679.0
698,2024-06-20 10:01:36.362806,Product_B,East,96.0,321.84,4904.0
699,2024-06-19 10:01:36.362806,Product_B,North,5.0,35.06,8260.0
700,2024-06-18 10:01:36.362806,Product_C,West,86.0,136.23,1504.0
701,2024-06-17 10:01:36.362806,Product_B,North,47.0,39.17,7773.0
702,2024-06-16 10:01:36.362806,Product_D,South,34.0,305.86,4816.0
703,2024-06-15 10:01:36.362806,Product_A,East,65.0,346.43,1717.0
704,2024-06-14 10:01:36.362806,Product_D,East,55.0,66.1,5434.0
705,2024-06-13 10:01:36.362806,Product_A,East,90.0,198.08,1658.0
706,2024-06-12 10:01:36.362806,Product_A,West,43.0,233.56,6057.0
707,2024-06-11 10:01:36.362806,Product_D,East,74.0,190.84,5008.0
708,2024-06-10 10:01:36.362806,Product_D,South,30.0,69.3,5994.0
709,2024-06-09 10:01:36.362806,Product_D,West,82.0,215.28,5234.0
710,2024-06-08 10:01:36.362806,Product_D,South,17.0,378.08,4764.0
711,2024-06-07 10:01:36.362806,Product_C,North,26.0,44.79,5637.0
712,2024-06-06 10:01:36.362806,Product_B,North,8.0,49.29,3104.0
713,2024-06-05 10:01:36.362806,Product_A,North,47.0,183.84,7801.0
714,2024-06-04 10:01:36.362806,Product_D,North,76.0,471.45,9575.0
715,2024-06-03 10:01:36.362806,Product_D,South,91.0,337.6,3607.0
716,2024-06-02 10:01:36.362806,Product_D,West,72.0,342.55,9385.0
717,2024-06-01 10:01:36.362806,Product_C,West,89.0,187.34,4719.0
718,2024-05-31 10:01:36.362806,Product_D,East,46.0,300.89,3581.0
719,2024-05-30 10:01:36.362806,Product_D,South,68.0,14.96,3565.0
720,2024-05-29 10:01:36.362806,Product_D,North,33.0,321.69,3763.0
721,2024-05-28 10:01:36.362806,Product_B,South,1.0,457.51,7328.0
722,2024-05-27 10:01:36.362806,Product_C,East,19.0,310.16,6991.0
723,2024-05-26 10:01:36.362806,Product_D,East,31.0,438.11,4406.0
724,2024-05-25 10:01:36.362806,Product_A,South,80.0,364.75,9923.0
725,2024-05-24 10:01:36.362806,Product_A,South,14.0,69.07,5780.0
726,2024-05-23 10:01:36.362806,Product_A,South,53.0,452.2,5177.0
727,2024-05-22 10:01:36.362806,Product_C,West,48.0,42.56,7476.0
728,2024-05-21 10:01:36.362806,Product_C,North,69.0,271.64,3604.0
729,2024-05-20 10:01:36.362806,Product_A,South,90.0,79.65,9181.0
730,2024-05-19 10:01:36.362806,Product_D,South,62.0,15.74,3382.0
731,2024-05-18 10:01:36.362806,Product_C,South,92.0,216.8,1531.0
732,2024-05-17 10:01:36.362806,Product_A,East,66.0,154.57,7079.0
733,2024-05-16 10:01:36.362806,Product_A,East,64.0,248.14,1634.0
734,2024-05-15 10:01:36.362806,Product_D,West,70.0,292.83,1002.0
735,2024-05-14 10:01:36.362806,Product_B,North,63.0,31.43,9397.0
736,2024-05-13 10:01:36.362806,Product_C,West,73.0,70.27,6951.0
737,2024-05-12 10:01:36.362806,Product_D,North,33.0,283.73,6626.0
738,2024-05-11 10:01:36.362806,Product_A,East,41.0,178.15,8739.0
